Annual Return (%),Annual Volatility (%),Sharpe Ratio
20.3198,17.811,0.8601
17.7521,15.4264,0.8266
22.7697,17.9169,0.9918
16.6594,15.73,0.7412
18.6718,14.4744,0.9445
27.0059,19.1843,1.1471
17.8838,15.8987,0.8104
20.4698,18.0177,0.8586
18.6136,17.5261,0.7768
21.7881,17.3521,0.9675
26.0056,21.7191,0.9671
18.0124,15.7146,0.828
17.2129,16.7787,0.7279
23.3039,18.4774,0.9906
19.2586,15.0494,0.9474
17.2077,16.4228,0.7433
24.8512,20.1277,0.9863
18.4662,15.6311,0.8615
24.9912,21.1345,0.9459
17.3003,15.4998,0.7936
14.838,15.1765,0.6482
17.3773,15.8772,0.7796
16.6338,15.63,0.7443
19.5936,20.6805,0.7057
20.9348,15.7131,1.0141
20.5546,15.8664,0.9803
22.7476,18.1852,0.9759
19.3177,16.411,0.8724
18.6684,17.847,0.7659
18.1581,15.4899,0.8495
20.363,17.4105,0.8824
20.4569,15.9743,0.9676
23.3867,16.7112,1.1003
18.1939,14.4439,0.9135
20.7643,18.9318,0.8327
17.34,14.4201,0.8557
20.5293,18.655,0.8324
18.2215,19.1102,0.6919
23.5095,21.9606,0.8429
19.2078,17.4455,0.8144
16.258,16.2312,0.6936
17.7008,16.3956,0.7746
23.3506,18.4562,0.9943
16.2308,16.2795,0.6899
13.8374,17.4475,0.5065
18.0101,16.8749,0.771
21.3886,18.889,0.8676
20.9426,19.8645,0.8026
19.8224,15.7844,0.9391
16.0373,15.2317,0.7246
17.2922,18.8576,0.6518
14.5739,15.5845,0.6143
17.3708,15.5448,0.7958
21.4575,18.6669,0.8816
18.8474,18.1248,0.764
22.9074,20.0236,0.8943
21.1662,16.6316,0.972
15.6134,14.7603,0.7191
22.8147,19.1992,0.9279
23.8232,18.4611,1.0196
17.2838,17.1434,0.7165
14.7116,15.1843,0.6396
20.8614,18.5759,0.8539
15.6887,16.9089,0.6321
24.4764,18.9655,1.0269
19.2202,18.3012,0.777
18.3196,15.2823,0.8716
20.3501,19.927,0.7703
20.9193,16.1186,0.9876
20.8512,18.1877,0.8715
16.4521,15.5944,0.7344
23.4667,18.0561,1.0227
22.1802,16.6334,1.0329
22.3262,18.3439,0.9445
19.9545,16.2712,0.9191
18.5579,18.1366,0.7475
15.9699,16.8021,0.6529
16.9256,16.5468,0.7207
19.3234,17.2704,0.8294
15.0526,15.9495,0.6303
17.2091,17.437,0.7002
19.5327,16.8552,0.8622
16.7499,15.2873,0.7686
21.3513,16.7376,0.9769
19.4363,17.4156,0.8289
20.3879,17.2754,0.8907
18.9078,16.8365,0.826
15.6896,13.2312,0.8079
16.1434,14.4449,0.7714
21.7415,17.9472,0.9328
19.1227,15.5531,0.908
17.2733,16.5502,0.7416
15.4475,17.2185,0.6068
21.7615,18.7031,0.8962
15.892,19.7821,0.5506
15.331,15.5869,0.6628
20.1512,17.4763,0.867
20.7188,15.9667,0.9845
22.5338,17.3618,1.0099
20.9571,18.808,0.8484
23.8301,19.2756,0.9769
13.2903,14.5355,0.5704
23.5296,19.2665,0.9617
15.9584,16.9343,0.6471
19.806,17.3388,0.8539
26.6272,20.5062,1.0547
19.9415,17.3897,0.8592
17.7771,15.1973,0.8407
18.8303,17.756,0.7789
17.39,16.5524,0.7485
21.9651,19.3857,0.8751
19.7916,16.7942,0.8808
27.3491,21.7943,1.0255
19.9675,15.6409,0.9569
17.6026,16.7187,0.7538
18.5029,17.2989,0.7806
21.4644,17.3014,0.9516
16.4191,16.1071,0.7089
18.5138,17.5247,0.7711
15.8917,15.6254,0.6971
20.23,17.6133,0.8647
23.2029,19.0217,0.957
22.3758,16.4643,1.0554
19.7781,16.6088,0.8898
16.2211,17.1162,0.6556
19.1083,18.8047,0.7503
19.3398,17.9745,0.7978
19.6608,17.3068,0.8471
17.2041,14.2388,0.8571
20.3888,18.1972,0.8457
19.6975,16.8251,0.8735
17.0836,14.8093,0.8159
21.3487,16.277,1.0044
20.5965,18.6084,0.8381
13.4956,15.8389,0.5364
23.0559,17.6556,1.0227
15.8427,15.9726,0.6788
20.4114,16.4986,0.9341
22.6161,17.6403,0.9986
15.3256,19.092,0.5408
15.6325,15.0969,0.7043
20.146,17.1592,0.8827
21.4516,18.2173,0.9031
17.9495,17.4529,0.742
20.3433,18.8012,0.8161
17.8242,15.2639,0.8402
18.8739,14.7194,0.9426
21.7974,19.1076,0.8791
19.954,16.3418,0.9151
16.1587,14.3682,0.7766
21.8447,18.7201,0.8998
17.2273,16.9792,0.7201
17.8836,18.9567,0.6796
14.8643,14.819,0.6656
21.5288,18.9232,0.8735
19.1674,17.4655,0.8112
20.812,17.0416,0.9278
18.5035,15.5496,0.8684
20.9466,17.2788,0.9229
22.4844,18.4757,0.9463
23.4843,17.9288,1.031
18.3986,16.5028,0.8119
17.6083,18.7721,0.6717
22.2899,17.8537,0.9684
17.7646,17.0556,0.7484
16.1327,15.2018,0.7323
13.9279,14.7711,0.6044
22.3048,19.3125,0.896
19.7692,17.5966,0.8393
18.3923,15.7889,0.8482
14.9355,14.9661,0.6639
18.6988,18.3882,0.745
18.3294,17.1736,0.7762
18.4083,16.8877,0.794
17.4188,14.4566,0.859
18.035,17.4689,0.7462
22.697,17.5986,1.0056
18.3521,19.8557,0.6725
19.0251,17.8742,0.7847
21.2936,17.1507,0.95
21.5914,16.8724,0.9833
20.8046,17.4514,0.9056
18.3057,15.7323,0.8458
25.9983,18.5592,1.1314
23.846,18.7941,1.0028
16.8369,14.9593,0.7913
17.9185,14.662,0.8811
24.4673,19.5658,0.995
18.538,17.7899,0.761
20.4055,15.1289,1.0183
14.1472,15.3795,0.5948
14.1051,16.6671,0.5463
16.3859,15.8143,0.72
17.7496,18.3671,0.6942
21.2487,18.0308,0.9012
19.103,17.3756,0.8117
17.8124,15.6364,0.8194
23.875,19.2474,0.9807
19.7922,17.4724,0.8466
20.9448,17.2683,0.9234
25.7955,18.3137,1.1355
21.4921,20.5228,0.8036
16.9511,19.5813,0.6103
18.0144,18.4233,0.7064
15.0318,15.5063,0.647
19.6558,14.3221,1.0233
20.0203,16.6991,0.8995
17.5351,15.8063,0.793
16.6793,15.7077,0.7435
18.1679,15.0447,0.8753
19.3623,18.2619,0.7865
21.7112,15.977,1.046
17.2201,14.9705,0.8163
17.4547,15.7132,0.7926
20.7315,17.6922,0.8892
18.7107,18.6094,0.7368
16.1134,15.4071,0.7213
15.943,15.3763,0.7117
19.6125,17.0885,0.8551
17.2677,14.8571,0.8257
21.1486,18.6333,0.8667
22.3391,17.9654,0.9651
22.7319,18.9786,0.9343
17.8923,16.6489,0.7744
14.2889,14.7138,0.6313
20.5312,17.4752,0.8888
19.0708,17.2465,0.8159
18.8297,17.4837,0.791
19.0557,17.1826,0.818
18.9329,17.1318,0.8133
17.4342,14.7768,0.8415
23.138,19.9236,0.9104
16.8661,15.0567,0.7881
19.2101,19.5949,0.7252
18.3268,18.1341,0.7349
17.526,15.1478,0.8269
23.1362,19.793,0.9163
23.5257,21.2199,0.873
19.5611,16.1741,0.9003
20.7827,16.9764,0.9297
22.2572,18.5415,0.9307
23.3845,18.3107,1.004
19.6445,17.6818,0.8282
15.0759,18.4638,0.5457
22.4585,18.8999,0.9237
20.2946,18.4877,0.8273
19.2913,16.3628,0.8734
19.8574,16.6787,0.8908
17.7013,16.3774,0.7755
20.7503,17.6558,0.8921
15.3514,17.1947,0.602
19.6926,18.2861,0.8035
21.1653,18.6033,0.8689
15.6929,14.4979,0.7375
21.0257,18.22,0.8796
14.1238,14.7269,0.6195
18.349,15.3018,0.8724
19.4889,15.8227,0.9157
23.407,17.17,1.072
19.4803,16.5438,0.8753
27.3174,24.9493,0.8945
22.6001,18.6585,0.9433
15.3373,14.9802,0.6901
15.7268,16.2157,0.6615
19.6908,17.9277,0.8194
16.6952,15.7654,0.7418
20.8586,18.4655,0.8588
20.47,16.5339,0.9357
25.359,19.4875,1.0447
23.8587,19.6539,0.9595
16.3993,16.7956,0.6787
24.9857,23.2454,0.8598
23.8695,20.3705,0.9263
15.9345,15.2412,0.7174
21.6176,19.6481,0.8458
17.0036,15.6913,0.765
19.4516,16.5017,0.8758
19.9828,17.7577,0.8437
21.2428,16.8753,0.9625
19.251,15.4777,0.9207
22.0337,16.3612,1.0411
16.8688,17.9443,0.6614
15.254,15.4095,0.6654
23.4446,19.2787,0.9567
22.2212,18.0453,0.9543
22.1061,18.1585,0.942
20.3888,16.7716,0.9176
18.5894,17.5532,0.7742
15.769,14.993,0.7183
19.1358,16.5639,0.8534
17.1653,17.3639,0.7006
22.8421,19.1094,0.9337
17.6912,15.2632,0.8315
20.5643,18.8951,0.8237
22.1265,15.6758,1.0925
21.4213,18.5745,0.8841
23.1463,18.8441,0.963
20.977,16.8239,0.9497
21.146,19.9864,0.8078
23.1391,18.4349,0.984
24.0768,21.3611,0.8931
13.9718,15.101,0.5941
16.5242,14.8101,0.7781
23.8135,19.0079,0.9898
23.2013,19.4945,0.9337
23.1191,18.428,0.9832
19.9485,17.2701,0.8656
19.5167,17.3735,0.8356
17.5405,16.1635,0.7759
16.865,15.0522,0.7883
16.0674,15.4411,0.7167
22.189,19.014,0.904
20.3392,17.1945,0.8921
24.8622,18.0416,1.1009
18.1771,15.5111,0.8495
16.3458,15.7752,0.7192
24.5673,19.0833,1.0254
21.3355,19.8267,0.8239
17.5477,16.9112,0.742
16.273,15.1732,0.743
18.9477,17.3854,0.8023
19.4317,17.7516,0.813
21.4622,17.894,0.92
16.5109,16.0179,0.7186
21.9227,16.567,1.0215
26.0838,21.0226,1.0029
25.2295,19.5614,1.0342
18.6043,16.813,0.8092
17.2615,17.2667,0.7101
20.7245,15.8663,0.9911
20.7868,20.2853,0.7782
16.0314,16.5399,0.667
17.6206,15.3522,0.8221
15.9791,15.7857,0.6955
18.9189,16.7953,0.8287
20.5585,20.7203,0.7509
22.0467,17.325,0.9839
23.6995,18.1843,1.0283
24.7949,20.025,0.9885
20.2201,18.1352,0.8393
15.1572,17.1319,0.5929
24.6244,18.7343,1.0475
17.9092,16.2497,0.7944
18.7128,16.524,0.8299
17.7562,17.5865,0.7253
19.9203,17.2091,0.867
27.1531,22.7565,0.9735
21.1385,14.8532,1.0865
14.0037,15.1278,0.5952
17.488,16.4569,0.7588
17.5336,14.6383,0.8562
21.0235,17.2029,0.9314
19.7242,18.442,0.7984
21.3258,17.6217,0.9265
18.5676,15.1064,0.8981
17.4837,17.8071,0.7011
23.455,19.8406,0.9302
23.3254,19.3471,0.9472
16.1569,15.0199,0.7428
16.9667,17.9569,0.6664
20.8544,17.6557,0.898
18.6443,17.5565,0.7772
17.3977,15.0007,0.8265
20.5997,15.6079,0.9995
17.8008,15.6847,0.8161
18.8825,14.6164,0.9498
16.0975,15.5963,0.7115
15.118,14.6167,0.6922
21.2502,18.4277,0.8818
13.4608,15.4606,0.5472
19.9157,17.624,0.8463
22.1194,21.115,0.8108
21.0333,18.5688,0.8635
18.1185,16.9172,0.7755
20.2855,17.0885,0.8945
15.5309,14.9437,0.7047
17.7868,16.2389,0.7874
21.4094,17.039,0.963
17.2408,15.7248,0.7784
22.7388,20.1724,0.8794
16.5712,16.2717,0.7111
14.2256,16.649,0.5541
20.8405,17.2544,0.9181
20.7726,16.4294,0.96
17.4395,17.2641,0.7205
21.7141,18.1769,0.9195
20.832,17.9823,0.8804
17.8556,16.6964,0.77
22.0321,18.9118,0.9006
17.6964,16.899,0.7513
15.7684,15.3142,0.7032
22.9537,18.7886,0.9556
15.1926,15.8333,0.6437
20.1509,16.2852,0.9303
20.1125,16.2508,0.93
24.5893,18.3815,1.0657
22.8554,18.611,0.9594
24.7105,18.1932,1.0834
19.4138,14.9486,0.9642
17.1338,14.607,0.8307
15.0128,14.9988,0.6676
20.9914,18.2064,0.8783
14.3607,13.767,0.6799
19.76,19.1626,0.7703
22.7884,18.5619,0.9583
22.2262,17.1238,1.006
14.7381,14.4912,0.672
19.7126,16.517,0.8908
22.7466,17.5456,1.0115
22.2042,16.692,1.0307
19.2457,16.378,0.8698
22.2461,19.6167,0.8792
22.3832,18.9886,0.9155
22.019,19.3088,0.8814
20.6024,17.6932,0.8818
21.4553,19.0339,0.8645
15.151,17.2801,0.5874
19.6371,17.6505,0.8293
19.3633,17.1474,0.8376
18.5208,15.4307,0.8762
19.5971,16.7987,0.8689
18.9996,16.6379,0.8414
18.4432,17.2034,0.7814
19.4512,18.0519,0.8005
18.1983,18.159,0.7268
21.5978,17.206,0.9647
20.1969,18.8597,0.8058
20.9581,18.9151,0.8437
20.6376,15.7792,0.991
19.6001,16.2192,0.9002
16.5079,17.7856,0.647
16.8019,16.4387,0.7179
19.6408,16.0788,0.9106
18.2173,14.5007,0.9115
19.9769,18.1888,0.8234
20.665,17.9067,0.8748
13.609,15.1579,0.568
13.411,16.2404,0.5179
20.7816,16.8242,0.938
23.4227,16.9744,1.0853
20.2209,16.645,0.9144
20.8432,19.1519,0.8272
24.4887,20.5587,0.948
21.7145,16.9047,0.9887
19.0745,17.3441,0.8115
17.3658,17.022,0.7265
15.5525,18.5579,0.5686
19.6413,16.3077,0.8978
19.6021,16.7305,0.8728
20.0211,17.6328,0.8519
23.383,19.3579,0.9496
21.421,15.8109,1.0386
18.9134,16.65,0.8356
18.6957,15.3842,0.8902
17.865,18.592,0.692
17.428,17.3346,0.7169
23.1404,19.1122,0.9492
19.5297,18.2855,0.7946
22.8729,16.8011,1.0638
16.4115,14.5647,0.7835
21.151,18.0709,0.8938
20.1061,17.5387,0.8613
16.9467,16.6271,0.7185
17.5918,16.405,0.7676
19.0401,17.2947,0.8118
14.4408,15.0668,0.6266
18.9148,16.6272,0.8369
13.7035,14.9915,0.5806
18.5777,16.1225,0.8422
19.7225,17.2462,0.8537
25.9975,19.6687,1.0676
14.5923,14.0431,0.6831
16.2686,15.8481,0.711
20.6983,17.2496,0.9101
14.5084,15.2749,0.6225
21.8555,18.0531,0.9337
19.4698,16.2169,0.8923
20.4636,17.5544,0.8809
25.0065,19.3763,1.0325
19.9903,17.7007,0.8469
16.8406,15.6735,0.7554
22.7629,18.8669,0.9415
15.6821,16.2522,0.6573
15.7768,15.1642,0.7107
16.1539,13.3658,0.8345
24.7415,20.4495,0.9654
18.8214,18.0335,0.7664
20.2951,17.4864,0.8747
15.8929,14.7387,0.7391
16.543,14.1143,0.8178
21.9463,17.231,0.9835
13.0624,15.6207,0.5161
17.1472,16.4295,0.7393
20.8544,16.9383,0.936
16.678,15.5572,0.7506
21.2089,19.7272,0.8217
17.5184,16.0147,0.7817
15.0593,15.219,0.661
21.735,17.7216,0.9443
17.7346,15.0221,0.8477
16.89,17.189,0.6917
20.0701,16.2903,0.9251
23.8552,20.5137,0.9192
17.0291,17.1547,0.7012
18.1669,17.2734,0.7623
20.7194,16.809,0.9352
17.9146,15.6926,0.823
23.2091,16.4683,1.1057
24.5596,19.397,1.0084
19.4704,15.8463,0.9132
21.3461,18.4357,0.8867
20.4715,18.5729,0.833
21.1502,16.1486,1.0001
21.2601,17.7143,0.9179
20.0242,18.742,0.8016
23.8878,19.8509,0.9515
23.8323,19.9269,0.9451
16.6731,16.2535,0.7182
22.2568,16.9832,1.0161
18.7433,18.1862,0.7557
18.9754,19.2175,0.7272
18.8937,19.2252,0.7227
18.3204,17.3804,0.7664
22.6804,15.4215,1.1465
18.0405,16.064,0.8118
19.1747,17.5275,0.8087
23.4225,18.0852,1.0186
19.1944,15.2218,0.9325
21.8266,16.9173,0.9946
21.2568,17.5389,0.9269
18.4813,19.5178,0.6907
17.0124,14.2047,0.8457
20.9125,17.425,0.9132
16.3157,15.4379,0.733
22.0109,17.25,0.9861
22.2855,19.0415,0.9078
20.7686,16.8132,0.9379
22.2108,18.036,0.9542
22.3002,18.4148,0.9395
21.7369,19.2475,0.8696
20.6612,19.0906,0.8204
22.4659,17.934,0.9739
21.9578,17.9549,0.9445
21.2175,18.3164,0.8854
20.6354,18.8636,0.8289
19.3399,17.76,0.8074
23.1825,18.0024,1.01
24.4392,19.3465,1.0048
19.8142,16.3633,0.9053
21.8296,17.9982,0.9351
23.6171,19.1452,0.9724
18.6566,16.7854,0.8136
19.2326,16.7794,0.8482
18.4747,16.965,0.7943
19.9431,15.6571,0.9544
17.0834,17.757,0.6805
19.9482,16.5171,0.905
20.539,15.9297,0.9755
18.6162,17.1578,0.7936
17.1272,15.314,0.7919
23.8865,20.7139,0.9118
19.1327,15.98,0.8844
18.4993,15.601,0.8653
15.3434,17.4218,0.5937
18.0682,15.4877,0.8438
15.8496,13.903,0.7804
26.0704,20.2938,1.0383
21.175,16.3481,0.9894
17.777,14.5824,0.8762
18.5485,18.0036,0.7525
25.843,20.1627,1.0337
15.9616,15.5304,0.7058
18.7445,16.9951,0.8087
20.9845,18.6335,0.8578
18.6594,14.9063,0.9164
21.4625,17.1552,0.9596
23.6731,18.8666,0.9897
22.4841,17.168,1.0184
17.9268,14.7864,0.8742
15.4627,14.4213,0.7255
17.5759,16.2893,0.772
22.1021,17.6115,0.9711
18.392,15.8654,0.8441
21.2803,18.3581,0.8868
15.2906,14.7927,0.6956
18.7252,17.1274,0.8014
22.5076,18.2986,0.9568
16.0866,16.4834,0.6726
23.3053,20.6056,0.8884
14.1223,14.8258,0.6153
26.537,19.1614,1.124
17.9162,17.27,0.7479
23.9583,19.7125,0.9617
13.2764,15.3126,0.5405
20.4734,17.7833,0.8701
15.0139,16.1354,0.6206
19.7986,18.4509,0.8021
21.5999,21.1736,0.784
20.7038,17.2011,0.913
22.2635,17.4487,0.9894
16.7647,16.0265,0.7341
15.7744,15.3497,0.7019
19.1708,16.5934,0.854
23.1858,18.9841,0.958
21.3006,18.0271,0.9042
23.8184,18.0273,1.0439
22.9964,19.2039,0.9371
18.7661,15.7708,0.8729
16.5165,15.0849,0.7634
14.6425,17.2917,0.5576
15.1597,15.7824,0.6437
15.4304,15.1669,0.6877
19.6306,16.3607,0.8943
25.5691,20.1772,1.0194
23.2612,18.2799,0.999
21.6064,20.8448,0.7967
18.1884,18.0311,0.7314
14.6197,16.5803,0.5802
19.9622,15.855,0.9437
19.888,18.3848,0.8098
20.5078,18.06,0.8587
20.6606,18.6766,0.8385
14.1638,13.5825,0.6747
19.863,18.5318,0.802
24.7627,18.2099,1.0853
20.1183,15.3072,0.9877
19.4105,18.162,0.7934
17.9352,16.1437,0.8013
18.2612,16.336,0.8118
23.8629,17.5261,1.0763
18.6148,16.8795,0.8066
13.3992,14.7311,0.5702
19.0041,16.3945,0.8542
17.1699,14.4988,0.8394
15.0171,15.3409,0.653
25.0316,22.2756,0.8993
18.4173,15.2787,0.8782
21.9542,20.4003,0.8311
17.6591,15.0736,0.8398
16.2272,16.5375,0.6789
16.643,15.254,0.7633
17.9976,16.3464,0.7951
18.3766,16.4836,0.8115
24.2139,21.6366,0.888
21.3123,17.8559,0.9136
17.8001,15.218,0.8411
15.3162,16.068,0.642
20.0134,16.8351,0.8918
21.7683,19.1738,0.8745
22.3676,18.7729,0.9251
17.3549,17.8384,0.6926
15.1641,14.3646,0.7076
20.7353,18.3363,0.8582
17.4152,15.124,0.8209
20.296,14.9609,1.0224
19.7349,16.0838,0.9161
23.7429,20.144,0.9304
16.9797,15.6234,0.7668
26.5211,24.0683,0.8942
19.6759,16.133,0.9097
25.078,19.4709,1.0312
20.5692,17.5349,0.8879
22.8923,18.2494,0.9804
15.6146,16.8479,0.63
20.3087,17.4575,0.8769
19.5547,18.6218,0.7816
16.524,16.7926,0.6863
20.7335,17.9827,0.8749
20.3881,17.3041,0.8893
16.0739,13.9578,0.7934
21.7271,17.8219,0.9386
19.5935,17.9725,0.812
17.1715,16.4623,0.7394
17.691,15.6904,0.8088
20.0501,17.6769,0.8514
24.1354,18.8106,1.0173
17.8704,16.7306,0.7693
21.1459,16.4288,0.9828
25.649,20.1699,1.0238
16.2204,15.7509,0.7124
19.9675,16.8899,0.8862
19.3405,15.7149,0.9125
18.4966,15.824,0.8529
19.7793,18.7141,0.7897
16.5836,16.464,0.7036
20.1515,17.9388,0.8446
19.4761,16.9617,0.8535
19.2104,16.8527,0.8432
17.9859,15.4932,0.8382
17.8122,15.3758,0.8333
22.7337,19.5497,0.9071
16.6618,15.8931,0.7338
21.5087,18.2498,0.9046
16.8622,16.197,0.7324
20.7233,18.0819,0.8696
19.9932,18.533,0.809
16.3774,13.8941,0.8189
22.0587,19.0846,0.8938
22.546,18.7582,0.9354
14.9167,17.5082,0.5664
22.3816,17.8865,0.9718
21.5739,17.5783,0.9429
24.2202,19.8578,0.9679
15.938,16.8151,0.6505
18.8576,17.6668,0.7844
25.0658,19.3898,1.0349
19.0836,17.218,0.818
18.8625,16.8671,0.8219
19.9411,16.7759,0.8906
19.9004,17.9177,0.8316
22.7668,18.2294,0.9746
20.3968,17.4679,0.8814
14.9164,15.4797,0.6406
13.426,13.745,0.613
16.0908,15.8451,0.6999
21.9693,18.4149,0.9215
18.9698,17.6605,0.791
16.8348,15.3471,0.7711
22.2894,19.0062,0.9097
21.4284,18.5569,0.8853
22.3478,19.2166,0.9027
15.4013,14.7713,0.7042
18.4948,17.2132,0.784
20.8786,16.7156,0.9499
20.5341,17.4767,0.8888
21.9864,20.5744,0.8256
20.7981,17.8283,0.8861
22.6922,18.1565,0.9744
20.7044,17.6781,0.8884
20.92,19.2351,0.8277
21.6033,17.949,0.925
18.4665,16.0479,0.8391
17.4636,16.2503,0.767
15.7817,15.9775,0.6748
17.0363,14.4477,0.8331
18.4479,17.7224,0.7588
21.8512,18.1586,0.928
19.6917,15.8529,0.9267
23.9351,18.9527,0.9991
18.6657,16.6729,0.8196
17.0289,15.433,0.7794
20.6239,20.1458,0.7755
20.3109,15.5974,0.9816
16.3411,15.9283,0.712
18.9329,15.8007,0.8818
18.4616,16.1699,0.8325
19.2267,15.7207,0.905
16.3479,15.0017,0.7564
20.2154,15.1043,1.0074
18.8353,16.7086,0.828
21.527,18.6284,0.8872
17.9912,17.0447,0.7622
17.4667,17.6193,0.7076
22.4085,16.5311,1.0531
21.8568,16.743,1.0068
17.2444,16.1711,0.7572
15.5562,14.6768,0.7192
18.9509,17.7068,0.7879
23.6937,18.3221,1.0203
22.3647,17.5805,0.9877
23.7328,19.7925,0.9465
16.6151,16.0023,0.7258
23.6277,21.856,0.8523
14.3621,15.0348,0.6227
20.8036,17.7235,0.8917
18.3277,15.7911,0.844
17.2171,15.2488,0.8012
15.3627,15.2733,0.6785
21.344,17.7927,0.9186
23.0082,18.2666,0.9859
22.8392,18.9831,0.9397
20.9301,19.6667,0.81
21.3053,18.5381,0.8796
18.4958,16.8337,0.8017
16.9429,15.3056,0.7803
19.416,14.5277,0.9923
16.9494,15.2037,0.786
17.1348,16.8274,0.7211
13.4133,15.6496,0.5376
18.4665,17.6164,0.7644
16.8848,18.4307,0.6448
15.7755,16.2597,0.6627
21.8278,18.2993,0.9196
17.8272,15.1621,0.846
17.4978,15.9338,0.7844
17.5438,16.4788,0.7612
20.1995,17.8639,0.8508
15.0985,16.8839,0.5981
19.2352,16.587,0.8582
21.8818,16.882,1.0
22.89,19.2471,0.9295
18.3267,18.8312,0.7077
21.8802,17.0174,0.9919
18.254,17.1542,0.7726
19.0396,16.2046,0.8664
24.1788,22.03,0.8706
20.9324,16.4909,0.9661
19.7064,17.3234,0.8489
25.0943,18.3167,1.097
17.161,15.2563,0.7971
22.3461,17.9694,0.9653
18.3357,15.2838,0.8725
19.5374,18.3517,0.7922
22.3559,17.6929,0.981
20.5913,17.2178,0.9055
21.8274,17.8702,0.9416
29.2203,21.6874,1.1168
22.1843,18.7518,0.9164
19.3771,16.998,0.8458
21.9352,16.3761,1.0341
20.3438,17.3186,0.886
21.5084,18.274,0.9034
20.1884,17.0281,0.892
18.3944,16.5803,0.8078
20.2059,17.2791,0.88
16.1411,14.8439,0.7505
20.5795,18.6835,0.8339
21.3654,18.0745,0.9054
16.6252,18.9817,0.6124
17.4928,16.9854,0.7355
16.1686,14.3502,0.7783
22.5013,18.2106,0.9611
15.4338,14.6357,0.7129
16.0494,17.155,0.6441
19.6387,17.6833,0.8278
19.3187,16.2029,0.8837
19.4253,15.1939,0.9494
17.4844,17.6895,0.7058
15.7013,15.6805,0.6825
18.8589,16.8836,0.8209
16.9486,15.8996,0.7515
15.3915,14.9916,0.6932
16.4137,17.3642,0.6573
17.6087,14.4862,0.8704
22.1824,19.6133,0.8761
16.8132,16.8008,0.7031
19.0175,17.0967,0.8199
14.9338,14.8555,0.6687
22.4317,17.3834,1.0028
18.6474,18.556,0.7355
19.0798,16.1779,0.8703
20.0473,18.0637,0.833
15.6982,15.591,0.6862
21.7226,20.3252,0.8228
18.4379,16.3137,0.8237
18.0765,16.7696,0.7798
19.1879,18.1222,0.7829
17.5292,14.9496,0.8381
19.4325,15.1094,0.9552
21.8736,20.9333,0.8061
15.4812,18.4565,0.5679
19.203,17.6237,0.8059
21.6289,20.9273,0.7946
19.8123,17.4633,0.8482
14.483,15.1578,0.6256
15.2099,17.6246,0.5793
17.5225,16.9617,0.7383
16.2503,15.3283,0.734
16.391,14.8814,0.7654
15.9261,15.5068,0.7046
22.6397,17.8568,0.9878
18.4902,14.6548,0.9205
21.3096,16.324,0.9991
19.9573,15.9151,0.9398
18.9638,18.4568,0.7566
22.0584,18.3095,0.9317
20.1131,18.0452,0.8375
14.7997,15.7988,0.6203
21.293,19.0185,0.8567
21.1635,17.9024,0.9029
17.8722,14.4537,0.8906
16.5791,15.7101,0.737
17.8586,15.8993,0.8088
13.4356,15.4443,0.5462
20.2629,17.6554,0.8645
13.5912,17.1148,0.502
17.4361,16.7811,0.7411
18.33,17.2951,0.7707
15.9992,14.5899,0.7539
22.8795,18.9491,0.9436
19.8193,15.2314,0.9729
21.1014,19.6355,0.82
19.92,14.8385,1.0055
14.2561,15.5814,0.594
18.9393,16.0761,0.8671
23.241,15.9876,1.1409
16.9649,14.469,0.8269
21.4107,16.6134,0.9878
14.3025,15.9178,0.5844
21.2571,19.9923,0.8132
19.6883,19.0804,0.7698
14.9712,15.3739,0.6486
17.8423,15.2747,0.8408
17.1013,17.6031,0.6875
17.155,20.6492,0.5886
16.2429,15.6058,0.7204
20.5606,17.4692,0.8907
17.5643,16.4831,0.7623
20.3749,17.311,0.8882
19.1201,19.0687,0.7405
21.5423,19.6334,0.8426
20.2093,16.0469,0.9478
20.8377,18.408,0.8604
17.5878,13.9719,0.9009
18.661,16.3465,0.8357
16.1021,15.0196,0.7392
20.9828,17.7952,0.8982
12.3183,15.5861,0.4695
21.5146,17.4928,0.9441
22.0662,16.3017,1.0469
21.2607,19.0911,0.8517
20.1665,19.4183,0.781
19.4174,14.8878,0.9684
20.1325,18.454,0.82
20.588,23.2325,0.671
14.4721,14.6614,0.6461
14.6123,14.2594,0.6741
19.37,16.9362,0.8485
21.9615,17.3046,0.9802
20.3895,18.5129,0.8313
23.7879,20.5386,0.9148
14.8254,14.9136,0.6588
22.634,18.3495,0.961
12.5609,15.6558,0.4829
23.4685,17.0336,1.0842
22.3261,18.3096,0.9463
20.3262,17.4331,0.8791
20.6226,17.5894,0.8882
19.0853,16.113,0.8742
21.2894,17.2899,0.9421
19.2699,17.6214,0.8098
15.4332,14.8437,0.7029
23.0163,16.8788,1.0674
17.9335,16.2872,0.7941
16.6394,16.1039,0.7228
20.7527,15.2922,1.0301
22.6274,17.8459,0.9878
21.1474,16.8895,0.9561
20.0695,16.5872,0.9085
22.8766,18.8182,0.95
20.7315,17.557,0.896
24.7165,18.594,1.0604
18.0105,16.8434,0.7724
22.0922,18.5498,0.9214
17.1522,13.9437,0.8715
21.6075,18.2201,0.9115
19.7937,15.6874,0.943
20.4298,16.2459,0.9498
16.4789,17.7891,0.6453
15.671,16.0558,0.6646
19.5164,18.752,0.7741
